,Address,Property Type,Price,Beds,Bath,Square Feet,Brokerages,Borough,Zipcode,Neighborhood,Longitude,Latitude
124,"7E Edgewater Park Unit EBronx, NY 10465",Co-op ,259000.0,3,2.0,1089.0, Berkshire Hathaway HomeServices New York Properties ,Bronx,10465.0,Southeast Bronx,-73.8072061,40.8246371
125,"52 Indale AveStaten Island, NY 10309",House ,1195000.0,4,4.0,2704.0, DiTommaso Real Estate,Staten Island,10309.0,South Shore,-74.2044734,40.5143019
126,"37 Warren St Unit PhcdNew York, NY 10007",Condo ,17500000.0,5,6.0,5499.0, Serhant,Manhattan,10007.0,Lower Manhattan,-74.0087443,40.7143354
127,"20 Cliff St Apt 6DStaten Island, NY 10305",Condo ,189000.0,2,2.0,966.0, Salmon Realty Group,Staten Island,10305.0,Stapleton,-74.060351,40.6109595
128,"206-04 Emily Rd Unit 37MBayside, NY 11360",Condo ,759000.0,3,2.0,1200.0, Midas Realty,Queens,11360.0,North Queens,-73.7877051,40.7881763
129,"579 E 29th StBrooklyn, NY 11210",House ,275000.0,4,1.0,2184.207862, ONLY NINE REALTY LLC,Brooklyn,11210.0,Flatbush,-73.9488175,40.6366859
130,"157 E 72nd St Apt 8IManhattan, NY 10021",Condo ,499000.0,1,1.0,630.0, COMPASS,Manhattan,10021.0,Upper East Side,-73.9610161,40.7702318
131,"3021 Arlington AveBronx, NY 10463",House ,1249000.0,3,2.5,2184.207862, TREBACH REALTY INC,Bronx,10463.0,Riverdale,-73.9137305,40.8822913
132,"61 Edgewater Park Unit BBronx, NY 10465",Co-op ,69900.0,2,1.0,700.0, Utopia Real Estate,Bronx,10465.0,Southeast Bronx,-73.8111568,40.8224987
133,"32-40 48 StAstoria, NY 11103",Multi-family home ,1150000.0,12,6.0,5508.0, Rock Realty Inc,Queens,11103.0,Northwest Queens,-73.9136386,40.755049
134,"517 W 142nd StNew York, NY 10031",Foreclosure,1749900.0,5,4.0,3740.0," Island Advantage Rlty, Llc",Manhattan,10031.0,Washington Heights,-73.9502067,40.824015
135,"269-10 Grand Central Pkwy Unit 21WFloral Park, NY 11005",Co-op ,1399000.0,3,4.0,1993.0, Charles H. Greenthal Property,Queens,11005.0,Southwest Queens,-73.72075,40.7566899
136,"163-04 71st Ave Unit 122Fresh Meadows, NY 11365",Condo ,649000.0,3,2.0,1182.0, Douglas Elliman ,Queens,11365.0,Central Queens,-73.8059248,40.7302938
137,"2774 Marion AveBronx, NY 10458",House ,499000.0,5,2.0,1760.0, WW Realty Group Inc,Bronx,10458.0,Fordham,-73.8878945,40.8663864
138,"2818 Miles AveBronx, NY 10465",Multi-family home ,1050000.0,5,4.0,3132.0, Julia B. Fee Sotheby's International Realty,Bronx,10465.0,Southeast Bronx,-73.8197053,40.8176549
139,"137 W 80th StManhattan, NY 10024",Townhouse ,5000000.0,10,9.0,6425.0, COMPASS,Manhattan,10024.0,Upper East Side,-73.976047,40.7832598
140,"16 Mapleton AveStaten Island, NY 10306",Pending,90000.0,1,1.0,660.0, HOT HOMES REALTY LLC.,Staten Island,10306.0,South Shore,-74.0929448,40.574451
141,"9 W 54th StNew York, NY 10019",House ,56000000.0,11,10.0,24000.0, Douglas Elliman ,Manhattan,10019.0,Chelsea,-73.9761913,40.7616
142,"1544 Ohm AveBronx, NY 10465",Townhouse ,650000.0,3,2.5,1638.0, Exp Realty,Bronx,10465.0,Southeast Bronx,-73.8209766,40.8454501
143,"251 W 89th St Apt 6ENew York, NY 10024",Condo ,500000.0,4,3.0,1794.0, Douglas Elliman ,Manhattan,10024.0,Upper East Side,-73.9753392,40.7905714
144,"750 Patterson AveStaten Island, NY 10306",House ,350000.0,2,1.0,490.0, Real Estate Property Group LLC,Staten Island,10306.0,South Shore,-74.089182,40.5731273
145,"204-34 9th AveQueens, NY 11697",House ,1099000.0,4,2.0,2184.207862, Corcoran,Queens,11697.0,Rockaway,-73.9147409,40.5595612
146,"1383 Plimpton Ave Apt 1CBronx, NY 10452",Co-op ,90000.0,1,1.0,450.0, RE MAX,Bronx,10452.0,High Bridge,-73.9234444,40.8423705
147,"158-35 87th StHoward Beach, NY 11414",House ,839000.0,4,2.0,2184.207862, Laffey Real Estate,Queens,11414.0,nan,-73.8451972,40.6590909
148,"148-05 111th AveJamaica, NY 11435",House ,659000.0,8,3.0,2184.207862, CENTURY 21 PROFESSIONAL REALTY,Queens,11435.0,Jamaica,-73.796529,40.688533
150,"178 Beach 24th StFar Rockaway, NY 11691",House ,399999.0,3,1.0,2184.207862, Anthony Napolitano Homes,Queens,11691.0,Rockaway,-73.7577376,40.5950021
151,"3105 Avenue V Apt 1FBrooklyn, NY 11229",Condo ,250000.0,3,1.0,2184.207862, Homefinders of SI Inc.,Brooklyn,11229.0,South Brooklyn,-73.9344974,40.5997081
152,"The Rockwell # 6HNew York, NY 10025",For sale,1740000.0,2,2.0,1132.0, Toll Brothers,Manhattan,10025.0,Upper East Side,-73.9679035,40.7986579
153,"115115 220th StCambria Heights, NY 11411",House ,650000.0,4,2.0,2244.0, Epiphany Realty Llc,Queens,11411.0,Southwest Queens,-73.7390395,40.6968706
154,"67 Dexter AveStaten Island, NY 10309",House ,1165000.0,3,4.0,3500.0, RE MAX,Staten Island,10309.0,South Shore,-74.2155251,40.5397292
155,"447 Vernon AveStaten Island, NY 10309",House ,729900.0,3,2.0,1150.0," Homes R Us Realty of NY, Inc.",Staten Island,10309.0,South Shore,-74.1981906,40.5302132
156,"3758 Bayview AveBrooklyn, NY 11224",House ,1880000.0,3,4.0,3150.0, Winzone Realty Inc,Brooklyn,11224.0,South Brooklyn,-74.0061062,40.5805262
157,"26910 Grand Central Pkwy Apt 22LFloral Park, NY 11005",Co-op ,449000.0,2,2.0,1549.0, Charles H. Greenthal Property,Queens,11005.0,Southwest Queens,-73.7159564,40.7577991
158,"251 Beach 140th StRockaway Park, NY 11694",House ,1175000.0,3,2.0,2250.0, Keller Williams City Views,Queens,11694.0,Rockaway,-73.8577786,40.57372
159,"16 Gay StNew York, NY 10014",Townhouse ,2750000.0,3,2.0,2184.207862," Garfield, Leslie J. & Co., Inc.",Manhattan,10014.0,Soho,-74.000518,40.7336687
160,"159-03 83rd StHoward Beach, NY 11414",House ,995000.0,3,2.0,2184.207862, Hauseit LLC,Queens,11414.0,nan,-73.8489131,40.657686
161,"200 Rector Pl Unit 27EFManhattan, NY 10280",Condo ,2000000.0,3,2.0,2000.0, COMPASS,Manhattan,10280.0,Lower Manhattan,-74.0161953,40.7086444
162,"126 Pierrepont StBrooklyn, NY 11201",Townhouse ,15000000.0,8,6.0,2184.207862, Leven Real Estate ,Brooklyn,11201.0,Northwest Brooklyn,-73.9925741,40.6948972
163,"25 Copperleaf TerStaten Island, NY 10304",House ,2800000.0,4,6.0,8333.0, RE MAX,Staten Island,10304.0,Stapleton,-74.1075476,40.5861193
164,"214-42 27th AveBayside, NY 11360",House ,2600000.0,5,4.0,3024.0, Keller Williams,Queens,11360.0,North Queens,-73.7739629,40.7780417
165,"51 Hamilton TerNew York, NY 10031",Townhouse ,3500000.0,6,6.0,6000.0, Corcoran,Manhattan,10031.0,Washington Heights,-73.9460622,40.8229141
166,"609 Columbus Ave Apt 10INew York, NY 10024",Co-op ,550000.0,1,1.0,2184.207862, Corcoran,Manhattan,10024.0,Upper East Side,-73.9700091,40.7887084
167,"290 Lake AveStaten Island, NY 10303",Pending,769000.0,3,4.0,2184.207862, E House Realty & Mgt. Inc.,Staten Island,10303.0,Port Richmond,-74.1518654,40.6291962
168,"2519 Mill AveBrooklyn, NY 11234",House ,675000.0,3,2.0,2400.0, TALK OF THE TOWN REALTY C,Brooklyn,11234.0,Canarsie,-73.91065,40.610206
169,"48 Princewood AveStaten Island, NY 10309",House ,879000.0,4,2.0,1238.0, Gateway Arms Realty Corp.,Staten Island,10309.0,South Shore,-74.1983282,40.5273247
170,"30-36 88th StEast Elmhurst, NY 11369",House ,918888.0,3,2.0,2184.207862, Keller Williams,Queens,11369.0,West Queens,-73.880887,40.760703
171,"396 A 9th St Unit 2Brooklyn, NY 11215",Townhouse ,2400000.0,4,2.0,1892.0, COMPASS,Brooklyn,11215.0,Northwest Brooklyn,-73.9832146,40.6674938
172,"45-12 244th StLittle Neck, NY 11362",House ,1730000.0,6,2.5,3024.0, Jamie & Connie Real Estate Grp,Queens,11362.0,Northeast Queens,-73.7422005,40.765022
173,"755 Coster StBronx, NY 10474",Multi-family home ,425000.0,5,2.0,2184.207862, Sowae Corp,Bronx,10474.0,Hunts Point,-73.8881001,40.8159966
174,"33-02 Parsons BlvdFlushing, NY 11354",House ,2500000.0,5,2.5,1450.0, East Coast REALTORS Inc,Queens,11354.0,North Queens,-73.8246067,40.7679673
175,"336 Bethel AveStaten Island, NY 10307",House ,998000.0,4,4.0,2000.0, RE MAX,Staten Island,10307.0,South Shore,-74.235145,40.515251
176,"222 Hart BlvdStaten Island, NY 10301",House ,1195000.0,4,4.0,2688.0, Coldwell Banker,Staten Island,10301.0,Stapleton,-74.1005274,40.6296431
177,"1217 84th StBrooklyn, NY 11228",House ,1649000.0,3,2.0,2052.0, RE MAX,Brooklyn,11228.0,Southwest Brooklyn,-74.0142443,40.6164182
178,"82 Vineland AveStaten Island, NY 10312",House ,955000.0,4,4.0,2100.0," Homes R Us Realty of NY, Inc.",Staten Island,10312.0,South Shore,-74.1840649,40.551184
179,"117-37 141st StJamaica, NY 11436",Multi-family home ,949000.0,6,3.0,2184.207862, LJ Realty Team Inc,Queens,11436.0,Jamaica,-73.800094,40.677393
180,"190-16 33rd AveFlushing, NY 11358",House ,880000.0,3,2.0,1743.0, Keller Williams,Queens,11358.0,North Queens,-73.7911175,40.7668312
181,"145 Reade StManhattan, NY 10013",Townhouse ,39995000.0,4,2.5,10582.0, COMPASS,Manhattan,10013.0,Soho,-74.0101197,40.7164224
182,"246 E 58th St # ThNew York, NY 10022",Townhouse ,1250000.0,8,2.5,2184.207862, Sotheby's International Realty ,Manhattan,10022.0,Gramercy Park,-73.9653546,40.7600248
183,"61 Prescott AveStaten Island, NY 10306",Contingent,899999.0,3,2.0,1784.0," Tom Crimmins Realty, Ltd.",Staten Island,10306.0,South Shore,-74.11209,40.5788586
184,"118-18 Union Tpke Unit 7DQueens, NY 11415",Condo ,198000.0,1,1.0,750.0, J Milo Real Estate,Queens,11415.0,nan,-73.83433,40.7127599
185,"2808 Wickham AveBronx, NY 10469",House ,549000.0,5,3.0,496.0, Howard Hanna | Rand Realty,Bronx,10469.0,Northeast Bronx,-73.836565,40.8679701
186,"1568 W 2nd StBrooklyn, NY 11204",House ,1088888.0,3,4.0,1320.0, RE MAX,Brooklyn,11204.0,Borough Park,-73.9762651,40.6090909
187,"3079 Giegerich PlBronx, NY 10465",House ,888000.0,4,2.0,2686.0, CAROZZA NICHOLAS M,Bronx,10465.0,Southeast Bronx,-73.8063357,40.8130775
188,"1287266 45 Madison St Unit 1Manhattan, NY 10038",For sale,65000.0,3,1.0,230.0, All American Realty Management,Manhattan,10038.0,Lower Manhattan,-73.9983258,40.7120703
189,"21-89 47th StLong Island City, NY 11105",House ,1449999.0,3,2.0,2184.207862, Real Broker NY LLC,Queens,11105.0,Northwest Queens,-73.9014478,40.7697773
190,"45 W 70th StNew York, NY 10023",Townhouse ,14900000.0,5,5.0,2184.207862, Serhant,Manhattan,10023.0,Upper East Side,-73.9785263,40.7758194
191,"871 Putnam AveNy, NY 11221",Coming Soon,1695000.0,5,2.0,2250.0, Flateau Realty Corp,Manhattan,11221.0,Williamsburg,-73.9261885,40.686947
192,"152 Whitson StForest Hills, NY 11375",House ,2499000.0,5,2.5,4100.0, Exp Realty,Queens,11375.0,West Central Queens,-73.8406935,40.7107701
193,"59 Duffield StBrooklyn, NY 11201",Townhouse ,1970000.0,4,4.0,2508.0, Sotheby's International Realty ,Brooklyn,11201.0,Northwest Brooklyn,-73.9839654,40.6965326
194,"905 Union St Apt 1Brooklyn, NY 11215",Co-op ,1895000.0,2,2.0,2184.207862, COMPASS,Brooklyn,11215.0,Northwest Brooklyn,-73.973535,40.673976
195,"46 Kirshon AveStaten Island, NY 10314",House ,689000.0,3,2.5,1248.0, DiTommaso Real Estate,Staten Island,10314.0,Mid Island,-74.1600305,40.6137764
196,"219 Slater BlvdStaten Island, NY 10305",House ,649999.0,3,2.0,1440.0, Martino Realty Group,Staten Island,10305.0,Stapleton,-74.0885167,40.5803331
197,"74 Holly StStaten Island, NY 10304",House ,669000.0,3,2.0,864.0, Exp Realty,Staten Island,10304.0,Stapleton,-74.0953882,40.5993523
198,"1485 E 53rd StBrooklyn, NY 11234",House ,800000.0,3,2.0,825.0, Corcoran,Brooklyn,11234.0,Canarsie,-73.924094,40.6222734
199,"10 Bleecker St Apt 5DManhattan, NY 10012",Co-op ,2375000.0,1,2.0,2184.207862, COMPASS,Manhattan,10012.0,Soho,-73.9929764,40.7252187
200,"726 Nostrand AveBrooklyn, NY 11216",For sale,2400000.0,6,6.0,6688.0, Corcoran,Brooklyn,11216.0,Central Brooklyn,-73.9506085,40.6738566
201,"231 Freeborn StStaten Island, NY 10306",House ,390000.0,2,1.0,586.0, Exp Realty,Staten Island,10306.0,South Shore,-74.0931668,40.574103
202,"302 W 12th St Apt 7FManhattan, NY 10014",Condo ,2250000.0,1,1.0,2184.207862, COMPASS,Manhattan,10014.0,Soho,-74.0046666,40.737308
203,"308 Poillon AveStaten Island, NY 10312",House ,1450000.0,4,2.5,2700.0, RE MAX,Staten Island,10312.0,South Shore,-74.1753435,40.5273093
204,"627 Wilson Ave Apt 3Brooklyn, NY 11207",Condo ,725000.0,2,2.0,792.0, ROCKAWAY PROPERTIES,Brooklyn,11207.0,East New York,-73.9062474,40.6898164
205,"4901 Henry Hudson Pkwy W Apt 5FBronx, NY 10471",Co-op ,269000.0,1,1.0,2184.207862, Sotheby's International Realty ,Bronx,10471.0,Riverdale,-73.9087471,40.8968048
206,"575 Park Ave Unit 1101Manhattan, NY 10065",Co-op ,695000.0,2,2.0,2184.207862, COMPASS,Manhattan,10065.0,Upper East Side,-73.9678719,40.7651716
207,"246 Newman AveBronx, NY 10473",House ,1300000.0,3,2.0,2184.207862, Winzone Realty Inc,Bronx,10473.0,Southeast Bronx,-73.853921,40.8109146
208,"2475 W 16th St Apt 19HBrooklyn, NY 11214",Co-op ,459000.0,3,2.0,1250.0, Ilite Realty Inc,Brooklyn,11214.0,Southwest Brooklyn,-73.9845156,40.5866482
209,"596 College AveStaten Island, NY 10302",House ,689999.0,3,2.0,1008.0," Robert Defalco Realty, Inc.",Staten Island,10302.0,Port Richmond,-74.1406264,40.621814
210,"58-03 Calloway St Unit 2P2Corona, NY 11368",Co-op ,425000.0,3,2.0,1405.0, Winzone Realty Inc,Queens,11368.0,West Queens,-73.8581248,40.7381853
211,"166 E 64th StNew York, NY 10065",House ,10000000.0,5,4.0,6800.0, Douglas Elliman ,Manhattan,10065.0,Upper East Side,-73.9655331,40.764989
212,"67 Riverside Dr Apt 1CNew York, NY 10024",Co-op ,1525000.0,2,2.0,2184.207862, Byson Real Estate Company ,Manhattan,10024.0,Upper East Side,-73.9826586,40.784623
213,"2619 Shore PkwyBrooklyn, NY 11223",Multi-family home ,1499000.0,9,6.0,3519.0, Brp Associates Inc,Brooklyn,11223.0,South Brooklyn,-73.9738903,40.583514
219,"62 Simmons LnStaten Island, NY 10314",House ,519000.0,3,2.0,1480.0," Robert Defalco Realty, Inc.",Staten Island,10314.0,Mid Island,-74.1843153,40.5939378
220,"212-79 16 Ave Unit 183Bayside, NY 11360",Co-op ,358000.0,2,1.0,2184.207862, Queens Quality Management,Queens,11360.0,North Queens,-73.7797613,40.7855174
221,"360 W 22nd St Apt 9JManhattan, NY 10011",Co-op ,975000.0,3,1.0,2184.207862, COMPASS,Manhattan,10011.0,Chelsea,-74.0016003,40.7455051
222,"123 E 35th StNew York, NY 10016",Townhouse ,29200000.0,12,10.0,11638.0, CHRISTIE'S INT.REAL ESTATE GROUP,Manhattan,10016.0,Gramercy Park,-73.9796788,40.747472
223,"138 71st St Apt E10Brooklyn, NY 11209",Co-op ,498000.0,2,1.0,975.0, Pride Estates,Brooklyn,11209.0,Southwest Brooklyn,-74.0311609,40.6351164
224,"1805 215th St Apt 4SBayside, NY 11360",Co-op ,385000.0,1,2.0,900.0, Laffey Real Estate,Queens,11360.0,North Queens,-73.77643,40.7839299
225,"851 Van Nest AveBronx, NY 10462",Multi-family home ,999000.0,6,2.0,3144.0, Progress Realty Inc.,Bronx,10462.0,Southeast Bronx,-73.8601577,40.8451067
226,"34-41 85th St Unit 3UJackson Heights, NY 11372",Co-op ,399000.0,1,1.0,2184.207862, COMPASS,Queens,11372.0,West Queens,-73.8818757,40.7531191
227,"77 Harbour CtStaten Island, NY 10308",Contingent,599000.0,4,4.0,2800.0, Staten Island Premiere Properties,Staten Island,10308.0,South Shore,-74.1423893,40.5387352
228,"70 Savo LoopStaten Island, NY 10309",House ,829888.0,4,2.5,1800.0, Staten Island Premiere Properties,Staten Island,10309.0,South Shore,-74.2230351,40.521278
229,"159 Freedom AveStaten Island, NY 10314",Townhouse ,699998.0,3,2.0,1548.0," Dynasty Real Estate, Inc.",Staten Island,10314.0,Mid Island,-74.1628286,40.5953144
230,"20 Continental Ave Unit 5EFForest Hills, NY 11375",Co-op ,1088000.0,5,2.0,2184.207862, Daniel Gale Sotheby's International Realty,Queens,11375.0,West Central Queens,-73.8453488,40.7186003
231,"3426 Boller AveBronx, NY 10475",House ,999000.0,6,2.0,1280.0, WW Realty Group Inc,Bronx,10475.0,Northeast Bronx,-73.8350832,40.8808173
232,"677 Grandview AveRidgewood, NY 11385",Multi-family home ,1188888.0,15,9.0,2184.207862, New York Realty Minimax,Queens,11385.0,West Central Queens,-73.9036964,40.7075546
233,"23-45 Bell Blvd Unit 5KBayside, NY 11360",Co-op ,265000.0,1,1.0,700.0, NextHome Residential,Queens,11360.0,North Queens,-73.7765099,40.7824499
234,"3901 Nostrand Ave Apt 4CBrooklyn, NY 11235",Co-op ,288000.0,1,1.0,845.0," MAXIMILLION REALTY, INC.",Brooklyn,11235.0,South Brooklyn,-73.9395372,40.5894827
235,"205 E 63rd St Unit 11EFManhattan, NY 10065",Co-op ,999995.0,3,2.0,1750.0, COMPASS,Manhattan,10065.0,Upper East Side,-73.964336,40.7640501
236,"200 E 74th St Apt 6BNew York, NY 10021",Co-op ,1495000.0,2,2.0,1350.0, Corcoran,Manhattan,10021.0,Upper East Side,-73.9595235,40.7708195
237,"235 E 73rd St # 4BNew York, NY 10021",Co-op ,925000.0,1,1.0,1000.0, Corcoran,Manhattan,10021.0,Upper East Side,-73.9583558,40.7699425
238,"84-70 129 St N Unit 5UKew Gardens, NY 11415",Co-op ,349000.0,2,1.0,2184.207862, Realty Connect USA LLC,Queens,11415.0,nan,-73.8241699,40.7050355
239,"444 E 57th St Apt 2DNew York, NY 10022",Condo ,2000000.0,4,4.0,3000.0, AI Realty Brokerage LLC,Manhattan,10022.0,Gramercy Park,-73.9614914,40.7573479
240,"8895 26th Ave Apt 5ABrooklyn, NY 11214",Condo ,839000.0,3,2.0,1376.0, CENTURY 21,Brooklyn,11214.0,Southwest Brooklyn,-73.9910402,40.5905451
241,"111-39 76th Rd Unit E6Forest Hills, NY 11375",Co-op ,329000.0,1,1.0,820.0, Platinum Properties of Long Island,Queens,11375.0,West Central Queens,-73.83672,40.7157399
242,"948 E 217th StBronx, NY 10469",Multi-family home ,899000.0,6,3.0,3683.0, Keller Williams Hudson Valley,Bronx,10469.0,Northeast Bronx,-73.856153,40.8796143
243,"534 Powell StBrownville, NY 11212",House ,615000.0,3,2.0,2184.207862, Citadel Circle Realty,Brooklyn,11212.0,Central Brooklyn,-73.9019953,40.6610456
244,"309 E 108th St Apt 5FNew York, NY 10029",Condo ,800000.0,2,2.0,1257.0, Sotheby's International Realty ,Manhattan,10029.0,East Harlem,-73.9406204,40.7917785
245,"527 Willow Rd E Unit 2Staten Island, NY 10314",Condo ,430000.0,2,2.0,1248.0, Coldwell Banker,Staten Island,10314.0,Mid Island,-74.1511288,40.6123868
246,"625 Goethals Rd NStaten Island, NY 10314",Contingent,499000.0,3,2.0,1288.0, Jessica Viola,Staten Island,10314.0,Mid Island,-74.1576647,40.6166867
247,"83-80 118th St Unit 3OKew Gardens, NY 11415",Co-op ,439500.0,3,2.0,1400.0, Keller Williams,Queens,11415.0,nan,-73.8344551,40.7047878
248,"118-18 Union Tpke Unit 17GKew Gardens, NY 11415",Co-op ,299000.0,1,1.0,2184.207862, Prime Properties Long Island,Queens,11415.0,nan,-73.8339305,40.7123992
249,"60 Lyman PlStaten Island, NY 10304",House ,2580000.0,8,2.5,6493.0," Robert Defalco Realty, Inc.",Staten Island,10304.0,Stapleton,-74.0969483,40.6050685
250,"1700 Metropolitan Ave Apt MhBronx, NY 10462",Condo ,200000.0,1,1.0,613.0, RE MAX Distinguished Homes & Properties,Bronx,10462.0,Southeast Bronx,-73.8542045,40.840459
251,"504 W 135th St Apt 1BNew York, NY 10031",Co-op ,425000.0,3,1.0,2184.207862, Oxford Property Group,Manhattan,10031.0,Washington Heights,-73.953108,40.8189893
252,"1185 Anderson Ave Apt 2EBronx, NY 10452",Co-op ,69000.0,1,1.0,850.0, BESMATCH REAL ESTATE,Bronx,10452.0,High Bridge,-73.9239586,40.8366623
253,"272 W 107th St Apt 8DNew York, NY 10025",Condo ,1995000.0,3,2.0,1546.0, Corcoran,Manhattan,10025.0,Upper East Side,-73.9672877,40.8018548
254,"255 W 108th St Apt 1FManhattan, NY 10025",Co-op ,230000.0,1,1.0,620.0, COMPASS,Manhattan,10025.0,Upper East Side,-73.9670229,40.8028416
255,"82-35 134th St Unit 2DBriarwood, NY 11435",Co-op ,220000.0,1,1.0,590.0, Crifasi Real Estate Inc,Queens,11435.0,Jamaica,-73.8230375,40.7130136
256,"42-40 Bowne St Unit 6FFlushing, NY 11355",Co-op ,198000.0,3,1.0,2184.207862, E Realty International Corp,Queens,11355.0,North Queens,-73.8213672,40.756144
257,"48 Gramercy Park N Apt 1BManhattan, NY 10010",Co-op ,1495000.0,1,2.0,2184.207862, Brown Harris Stevens ,Manhattan,10010.0,Gramercy Park,-73.9851838,40.7382884
258,"520 E 90th St Apt 1LNew York, NY 10128",Co-op ,475000.0,1,1.0,615.0, Corcoran,Manhattan,10128.0,Upper East Side,-73.9445342,40.7779975
259,"234-04 131 Ave Unit 2Rosedale, NY 11422",Co-op ,199900.0,2,1.0,2184.207862, Rad Marketing Corp,Queens,11422.0,Southwest Queens,-73.733881,40.6779049
260,"91 Flagg CtStaten Island, NY 10304",House ,1150000.0,2,2.0,1444.0, Joanne Costa Realty,Staten Island,10304.0,Stapleton,-74.1087291,40.5882505
261,"530 4th StBrooklyn, NY 11215",House ,1575000.0,3,2.0,2184.207862, Corcoran,Brooklyn,11215.0,Northwest Brooklyn,-73.9762195,40.6683947
262,"33-05 92nd St Unit 1BJackson Heights, NY 11372",Co-op ,229000.0,1,1.0,2184.207862, Keller Williams,Queens,11372.0,West Queens,-73.8758052,40.7562792
263,"122 Willoughby AveBrooklyn, NY 11205",For sale,2700000.0,8,4.0,2184.207862, Corcoran,Brooklyn,11205.0,Northwest Brooklyn,-73.9676428,40.6914843
264,"1860 Story Ave Unit 36CBronx, NY 10473",Condo ,320000.0,2,2.0,936.0, C J Robin's Real Estate,Bronx,10473.0,Southeast Bronx,-73.8611313,40.8236857
265,"1275 E 5th St Apt 6ABrooklyn, NY 11230",Co-op ,295000.0,2,1.0,700.0, RE MAX,Brooklyn,11230.0,Borough Park,-73.9707307,40.6196386
266,"4211 Snyder AveBrooklyn, NY 11203",House ,550000.0,3,2.0,2184.207862, Spire Group Inc.,Brooklyn,11203.0,Flatbush,-73.9375091,40.6498755
267,"1439 Metropolitan Ave Apt 6ABronx, NY 10462",Condo ,285000.0,2,1.0,1000.0, Serhant,Bronx,10462.0,Southeast Bronx,-73.8612346,40.8362269
268,"83-30 Vietor Ave Unit 414Elmhurst, NY 11373",Co-op ,328000.0,1,1.0,800.0, Voro Llc,Queens,11373.0,West Queens,-73.880983,40.743059
269,"25-02 169th StFlushing, NY 11358",Multi-family home ,1388000.0,4,3.0,2184.207862, Skylux Realty,Queens,11358.0,North Queens,-73.7957477,40.774158
270,"120 Pierrepont StBrooklyn Heights, NY 11201",Multi-family home ,3000000.0,10,10.0,2184.207862, Exp Realty,Brooklyn,11201.0,Northwest Brooklyn,-73.9928542,40.6949321
271,"662 Seneca AveRidgewood, NY 11385",Multi-family home ,2198888.0,7,6.0,2184.207862, New York Realty Minimax,Queens,11385.0,West Central Queens,-73.9088462,40.7032697
272,"936 Taylor AveBronx, NY 10473",Multi-family home ,650000.0,6,2.0,2310.0, Howard Hanna | Rand Realty,Bronx,10473.0,Southeast Bronx,-73.8633737,40.8244358
273,"247 W 46th St Apt 1506New York, NY 10036",Condo ,1100000.0,1,2.0,890.0, Corcoran,Manhattan,10036.0,Chelsea,-73.9874427,40.7598542
274,"282 Macon StBrooklyn, NY 11216",Townhouse ,2649000.0,5,4.0,4050.0, Gosen Properties Inc,Brooklyn,11216.0,Central Brooklyn,-73.9393924,40.6820924
275,"299 13th St Apt 3DBrooklyn, NY 11215",Co-op ,849000.0,2,1.0,800.0, Corcoran,Brooklyn,11215.0,Northwest Brooklyn,-73.9870141,40.6662599
276,"995 Fifth Ave Apt 11NNew York, NY 10028",For sale,6500000.0,2,2.0,2184.207862, Sotheby's International Realty ,Manhattan,10028.0,Upper East Side,-73.962547,40.778004
277,"165 W End Ave Apt 16CNew York, NY 10023",Co-op ,560000.0,3,1.0,550.0, HOULIHAN LAWRENCE ,Manhattan,10023.0,Upper East Side,-73.9868738,40.777244
281,"946 59th St Apt 4BBrooklyn, NY 11219",Co-op ,418888.0,2,1.0,900.0, RE MAX,Brooklyn,11219.0,Borough Park,-74.0058434,40.6339124
282,"99 Bay 11th StBrooklyn, NY 11228",Multi-family home ,2600000.0,3,3.0,3978.0, RE MAX,Brooklyn,11228.0,Southwest Brooklyn,-74.0100209,40.6083914
283,"3214 Seymour AveBronx, NY 10469",Multi-family home ,899000.0,8,2.0,2160.0, Velez Realty Corp,Bronx,10469.0,Northeast Bronx,-73.8469489,40.8728082
284,"309 E 96th StBrooklyn, NY 11212",Multi-family home ,979000.0,8,3.0,2860.0, CENTURY 21 Dawn's Gold Realty,Brooklyn,11212.0,Central Brooklyn,-73.9195979,40.6597134
285,"67-38 108 St Unit D5Forest Hills, NY 11375",Co-op ,199000.0,1,1.0,2184.207862, Sbny Re,Queens,11375.0,West Central Queens,-73.8472,40.7282899
286,"310 E 46th St Apt 6SNew York, NY 10017",For sale,815000.0,3,1.0,2184.207862, Sotheby's International Realty ,Manhattan,10017.0,Gramercy Park,-73.9698335,40.751918
287,"460 E 79th St Apt 9FNew York, NY 10075",Condo ,1025000.0,1,1.0,800.0, Signature Premier Properties,Manhattan,10075.0,Upper East Side,-73.950858,40.7712538
288,"188 E 64th St Apt 802Manhattan, NY 10065",Condo ,1375000.0,1,2.0,920.0, COMPASS,Manhattan,10065.0,Upper East Side,-73.9648503,40.7645034
289,"105 Bennett Ave Apt 21ANew York, NY 10033",Condo ,875000.0,3,2.0,1437.0, Keller Williams,Manhattan,10033.0,Washington Heights,-73.9345678,40.8539526
290,"2535 E 24th StBrooklyn, NY 11235",Multi-family home ,1350000.0,6,3.0,3000.0," MAXIMILLION REALTY, INC.",Brooklyn,11235.0,South Brooklyn,-73.9455056,40.5902653
291,"1408 Remsen AveBrooklyn, NY 11236",For sale,989000.0,7,3.0,2184.207862, Corcoran,Brooklyn,11236.0,Canarsie,-73.9018295,40.6360957
